검색키워드,실제약품명,JSON경로,이미지파일명
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_1_70_140_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_75_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_2_75_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_75_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_75_240_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_70_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_1_60_080_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_60_240_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_60_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_1_90_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_75_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_1_75_220_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_70_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_60_220_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_60_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_90_120_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_60_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_2_75_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_75_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_70_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_70_140_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_60_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_75_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_70_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_70_120_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_70_060_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_70_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_75_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_60_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_2_90_220_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_70_000_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_70_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_75_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_90_080_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_60_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_60_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_90_060_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_70_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_75_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_60_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_60_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_1_90_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_1_90_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_70_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_75_280_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_75_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_75_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_60_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_70_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_1_70_120_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_75_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_2_60_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_60_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_2_90_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_70_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_70_140_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_75_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_70_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_75_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_75_220_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_1_60_220_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_60_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_1_90_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_2_70_280_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_70_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_1_75_080_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_75_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_75_240_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_60_240_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_60_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_0_90_140_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_60_280_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_90_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_60_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_60_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_0_90_000_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_75_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_75_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_70_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_60_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_1_90_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_75_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_70_160_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_75_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_70_180_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_1_70_000_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_70_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_2_60_200_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_2_90_240_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_90_080_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_2_75_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_1_70_060_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_0_70_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_2_60_260_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_0_75_020_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_90_060_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_1_90_320_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_0_75_280_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_1_75_300_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_1_2_70_100_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_1_0_90_000_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_0_1_90_340_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_2_0_0_60_040_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_1_0_0_60_280_200.json,
타이레놀,타이레놀정500mg,/Users/ganghyeon-u/Downloads/166.약품식별 인공지능 개발을 위한 경구약제 이미지 데이터/01.데이터/1.Training/라벨링데이터/단일경구약제 5000종/TL_3_단일/K-004378_json/K-004378_0_0_1_2_90_220_200.json,
